Time,Address,Holding
2024-12-16T15:05:00Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,257009000.739394
2024-12-16T15:05:00Z,BDofbwSTAZr9e2KbGbQmn9mdpUZwddBAa73tBZ4SCqhW,275356.859154
2024-12-16T15:05:00Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256974424.468208
2024-12-16T15:05:00Z,3XSzwTbMTFUq7sWAae7DoNotr8F6ie8yW3nt81cLXR1x,198023.453668
2024-12-16T15:05:01Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256938153.281768
2024-12-16T15:05:01Z,96pv6UiqMrAzPuJYLE7XmUYsjGe4RrbnqzHAptFMg4XC,2888830.745195
2024-12-16T15:05:02Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256900865.146175
2024-12-16T15:05:02Z,4KcBZcesFKSaXkweWAVvvmKxmzs1PiyNZDrNaHDvB1JL,5622317.823486
2024-12-16T15:05:03Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256860187.180074
2024-12-16T15:05:03Z,BXrkqJhvi8jVyPDxrEV9XZ3m1frEiM96ZVuHTaBwxSv8,3913667.060268
2024-12-16T15:05:03Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256822899.044481
2024-12-16T15:05:03Z,9JsFX8uXqLq2dtywapfz7kwfWnL4tPkDSKUuXWHJDm7d,3850807.568759
2024-12-16T15:05:04Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256782221.078380
2024-12-16T15:05:04Z,9MSSBgmkHusMqdwL9NiMj6DS8TsSKA89ZMub37ygBDfG,9193888.287828
2024-12-16T15:05:04Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256748322.773296
2024-12-16T15:05:04Z,BXrkqJhvi8jVyPDxrEV9XZ3m1frEiM96ZVuHTaBwxSv8,3947565.365352
2024-12-16T15:05:07Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256710695.654652
2024-12-16T15:05:07Z,CYeubee7GjPQXFrX1eF6JkZzn6RZPEeevYzPF6vJTef1,3441078.222393
2024-12-16T15:05:07Z,5yo3bKoXqnjdAD6yUhA6GLTaCMWgHe3WRiH8uxy1GLJ,2867624.577791
2024-12-16T15:05:07Z,6T9hbac16V8x7FZFw64mUbfH49xy43uhcogBd8cXZZSm,676834.854122
2024-12-16T15:05:07Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256594561.893774
2024-12-16T15:05:07Z,E4s6hmwNe14oxAQmAPwDHDHvBBmRtDpH7cZchyiACSBh,9171236.103265
2024-12-16T15:05:08Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256556048.380261
2024-12-16T15:05:08Z,4sRRtfQSkkxjTvNSiTCuLDDYWcTAtfemgmvezW7kkaQ9,3940498.070203
2024-12-16T15:05:09Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256522264.596478
2024-12-16T15:05:09Z,AMJH8VZtXdhgjLdbRB6iXLBmUWn87Htjct4cZQxiJzdd,3105149.427762
2024-12-16T15:05:09Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256487129.461343
2024-12-16T15:05:09Z,6CRQ5kkaLdVtKpWypMVNyog6XP1CLxfJfdbGERdDRgqJ,420349.593022
2024-12-16T15:05:09Z,39S6QAmwCez8jo8QJRqQsmrZLd7geQny5wRw9wYwpjdB,384713.061002
2024-12-16T15:05:10Z,5tvFqz38wxL9BWhTo64TQ7mY6sKfQfV7PDcWy2DLwUCN,256334596.663353
