open,close,high,low,Time
0.0000052910914,0.000030041665,0.000030041665,0.0000052910914,1734971454.0
0.000030041665,0.000030041665,0.000030041665,0.000030041665,1734971455.0
0.000030041665,0.000030041665,0.000030041665,0.000030041665,1734971456.0
0.000030041665,0.000030041665,0.000030041665,0.000030041665,1734971457.0
0.000030041665,0.000030041665,0.000030041665,0.000030041665,1734971458.0
0.000030041665,0.000030163344,0.000030163344,0.000030041665,1734971459.0
0.000030163344,0.000030163344,0.000030163344,0.000030163344,1734971460.0
0.000030163344,0.000030163344,0.000030163344,0.000030163344,1734971461.0
0.000030163344,0.000030363477,0.000030363477,0.000030163344,1734971462.0
0.000030363477,0.000030757709,0.000030757709,0.000030363477,1734971463.0
0.000030757709,0.000030757709,0.000030757709,0.000030757709,1734971464.0
0.000030757709,0.000030979214,0.000030979214,0.000030757709,1734971465.0
0.000030979214,0.000030979214,0.000030979214,0.000030979214,1734971466.0
0.000030979214,0.00003101591,0.00003101591,0.000030979214,1734971467.0
0.00003101591,0.000030962401,0.000031118925,0.000030962401,1734971468.0
0.000030962401,0.000030893874,0.000030962401,0.000030806977,1734971469.0
0.000030893874,0.000030978893,0.000030978893,0.000030893874,1734971470.0
0.000030978893,0.000031005583,0.000031005583,0.000030978893,1734971471.0
0.000031005583,0.000031024538,0.000031024538,0.000031005583,1734971472.0
0.000031024538,0.000031061657,0.000031061657,0.000031024538,1734971473.0
0.000031061657,0.000031061657,0.000031061657,0.000031061657,1734971474.0
0.000031061657,0.000031107845,0.000031107845,0.000031061657,1734971475.0
0.000031107845,0.000031114607,0.000031114607,0.000031095623,1734971476.0
0.000031114607,0.000031180236,0.000031180236,0.000031114607,1734971477.0
0.000031180236,0.000031247163,0.000031247163,0.000031180236,1734971478.0
0.000031247163,0.000031275406,0.000031275406,0.000031247163,1734971479.0
0.000031275406,0.000031301355,0.000031301355,0.000031275406,1734971480.0
0.000031301355,0.000031301355,0.000031301355,0.000031301355,1734971481.0
0.000031301355,0.000031301355,0.000031301355,0.000031301355,1734971482.0
0.000031301355,0.000031342486,0.000031342486,0.00003129971,1734971483.0
0.000031342486,0.000031361684,0.000031361684,0.000031342486,1734971484.0
0.000031361684,0.000031389118,0.000031389118,0.000031361684,1734971485.0
0.000031389118,0.00003160045,0.00003160045,0.000031389118,1734971486.0
0.00003160045,0.000031367456,0.00003164409,0.000031367456,1734971487.0
0.000031367456,0.000031241464,0.000031367456,0.000031241464,1734971488.0
0.000031241464,0.000031279919,0.000031279919,0.000031241464,1734971489.0
0.000031279919,0.000031288681,0.000031288681,0.000031279919,1734971490.0
0.000031288681,0.000031247178,0.000031288681,0.000031228372,1734971491.0
0.000031247178,0.000031247178,0.000031247178,0.000031247178,1734971492.0
0.000031247178,0.00003133045,0.00003133045,0.000031247178,1734971493.0
0.00003133045,0.000031386213,0.000031386213,0.00003133045,1734971494.0
0.000031386213,0.000031406092,0.000031406092,0.000031386213,1734971495.0
0.000031406092,0.00003158547,0.00003158547,0.000031406092,1734971496.0
0.00003158547,0.000031606302,0.000031606302,0.00003158547,1734971497.0
0.000031606302,0.000031616014,0.000031616014,0.000031606302,1734971498.0
0.000031616014,0.000031723997,0.000031723997,0.000031616014,1734971499.0
0.000031723997,0.000031742349,0.000031742349,0.000031723997,1734971500.0
0.000031742349,0.000031761402,0.000031761402,0.000031742349,1734971501.0
0.000031761402,0.000031761402,0.000031761402,0.000031761402,1734971502.0
0.000031761402,0.000031761402,0.000031761402,0.000031761402,1734971503.0
0.000031761402,0.000031761402,0.000031761402,0.000031761402,1734971504.0
0.000031761402,0.000031835002,0.000031835002,0.00003176069,1734971505.0
0.000031835002,0.000031835002,0.000031835002,0.000031835002,1734971506.0
0.000031835002,0.000031843075,0.000031844367,0.000031825545,1734971507.0
0.000031843075,0.000031861734,0.000031861734,0.000031843075,1734971508.0
0.000031861734,0.000031889241,0.000031889241,0.000031861734,1734971509.0
0.000031889241,0.000031908153,0.000031908153,0.000031889241,1734971510.0
0.000031908153,0.000031965452,0.000031965452,0.000031908153,1734971511.0
0.000031965452,0.000031965452,0.000031965452,0.000031965452,1734971512.0
0.000031965452,0.000032000077,0.000032000077,0.000031952297,1734971513.0
0.000032000077,0.000032019117,0.000032019117,0.000032000077,1734971514.0
